f_spot,tempSpot,wavelength,D_lambda,epsilon_Rackham,epsilon_ourWork
7.758620689655172653e-02,6.350000000000000000e+03,2.842000000000000000e+03,1.696582678971358837e+04,1.005014395917192216e+00,1.005155729641257656e+00
7.758620689655172653e-02,6.350000000000000000e+03,5.150000000000000000e+03,1.623859606278044157e+04,1.004302547777384813e+00,1.004237194336385253e+00
8.241379310344824904e-02,6.350000000000000000e+03,3.900000000000000000e+02,2.042445257633418441e+04,1.019436998951918527e+00,1.024419542120216020e+00
8.241379310344824904e-02,6.350000000000000000e+03,4.740000000000000000e+02,1.964290023956605364e+04,1.016392989080133979e+00,1.019771527883771345e+00
8.241379310344824904e-02,6.350000000000000000e+03,5.580000000000000000e+02,1.906156552287019440e+04,1.014242470005907171e+00,1.016641465093760521e+00
8.241379310344824904e-02,6.350000000000000000e+03,6.660000000000000000e+02,1.848499867937436647e+04,1.012283614662462305e+00,1.013884323108712460e+00
8.241379310344824904e-02,6.350000000000000000e+03,7.980000000000000000e+02,1.811801065088891482e+04,1.010639432916327740e+00,1.011776159525521246e+00
8.241379310344824904e-02,6.350000000000000000e+03,9.296999999999999318e+02,1.784946503033524277e+04,1.009495119525726015e+00,1.010344929530454072e+00
8.241379310344824904e-02,6.350000000000000000e+03,1.128000000000000000e+03,1.766774487694644631e+04,1.008317245306542320e+00,1.008969723497709969e+00
8.241379310344824904e-02,6.350000000000000000e+03,1.523000000000000000e+03,1.728210152327347532e+04,1.006960620400828788e+00,1.007329759741624642e+00
8.241379310344824904e-02,6.350000000000000000e+03,2.182000000000000000e+03,1.701721776980480354e+04,1.005874116895870252e+00,1.006090804177428355e+00
8.241379310344824904e-02,6.350000000000000000e+03,2.842000000000000000e+03,1.697126594567832581e+04,1.005328065167129026e+00,1.005477977348377072e+00
8.241379310344824904e-02,6.350000000000000000e+03,5.150000000000000000e+03,1.624287433487636736e+04,1.004571485712420609e+00,1.004501773857275460e+00
8.724137931034481319e-02,6.350000000000000000e+03,3.900000000000000000e+02,2.045329097905590606e+04,1.020599021334814838e+00,1.025865976153209180e+00
8.724137931034481319e-02,6.350000000000000000e+03,4.740000000000000000e+02,1.966540458339038742e+04,1.017369927479978564e+00,1.020939852764815914e+00
8.724137931034481319e-02,6.350000000000000000e+03,5.580000000000000000e+02,1.907997871265310096e+04,1.015089345796080567e+00,1.017623525681359276e+00
8.724137931034481319e-02,6.350000000000000000e+03,6.660000000000000000e+02,1.849992735489913684e+04,1.013012520002275707e+00,1.014703146541804157e+00
8.724137931034481319e-02,6.350000000000000000e+03,7.980000000000000000e+02,1.813043584549700608e+04,1.011269686907617871e+00,1.012470027959764263e+00
8.724137931034481319e-02,6.350000000000000000e+03,9.296999999999999318e+02,1.786022835947254134e+04,1.010056912645336480e+00,1.010954173280911306e+00
8.724137931034481319e-02,6.350000000000000000e+03,1.128000000000000000e+03,1.767698674878370730e+04,1.008808739601793958e+00,1.009497508392567022e+00
8.724137931034481319e-02,6.350000000000000000e+03,1.523000000000000000e+03,1.728950014666563584e+04,1.007371361049603120e+00,1.007761006688878691e+00
8.724137931034481319e-02,6.350000000000000000e+03,2.182000000000000000e+03,1.702327440587070305e+04,1.006220347788099545e+00,1.006448884207465033e+00
